cau_goc,nhan
Đẹp VL,1
" Máy mới mua dc vài hôm thì thường  xuyên không nhận  vân tay, pin lại rất nhất hết thất vọng về sản phẩm này",0
rất đẹp,1
"Chơi game lâu giật lag
Quay clip game lag 
Pin nhanh tụt. ",0
Tuyệt vời. Nhưng rớt giá nhanh quá,1
"pin tụt cực kỳ nhanh, khá thất vọng về pin, nếu thường xuyên đi xa và không tiện sạc điện thoại thì k nên mua con này",0
Facebook hay tự văng ra màn hình chính và nó rất chậm khi vào ứng dụng hoặc chuyển đổi . Chơi game liên quân cứ giật giật kiểu mạng laq nhưng mạng lúc nào củng 27ms nói chúng giá 3 triệu mà kém vậy thì tốt hơn không nên mua ,0
Máy tạm ổn nói fullbox nhưng k được như yêu cầu. Đóng gói kĩ ok. Máy xước cạnh và nhiều bụi,1
"Hiện tại chưa biết chất lượng thế nào, sử dụng vài ngày mới đánh giá được. Với sự nhiệt tình của shop đã đủ 5 sao, giao hàng cực nhanh và đặc biệt nói rất thật về sản phẩm. Nếu có 6 sao tôi cũng sẽ chọn rồi... Cám ơn shop đã bán sản phẩm ưng ý! Hy vọng chất lượng sản phẩm không làm tôi thất vọng?",1
Máy đẹp đầy đủ phụ kiện. Chơi lq tốt,1
Máy hay bị dơ và loạn cảm ứng nửa. Mọi người cân nhắc kỷ trước khi mua em nó.nếu không mang bệnh tức ,0
Máy rất ok,1
Giao hàng nhanh. Thái độ shop oke. Chưa nghe gọi thử nên đánh giá lại sau,1
San Pham Nguyen seri  rat tot,1
Hài lòng  máy mới tinh,1
"Pin tụt nhanh quá khi không sử dụng, camera chụp ko rõ nét. Hơi mờ khi rom ảnh lại gần. ",0
cai dt nho qua cac b ak.nho nhu cai hop quét y nhu do choi con nik,0
quá tệ cho một sp 10tr ,0
Thời gian giao hàng nhanh đặt hôm trước hôm sau có hàng rồi..Máy cũng OK..,1
Đt OK nhưng tải ứng dụng như fb hay Shopee thì hơi lag và nhiều lần bị văng ra giao hàng chậm sương sương nhưng vẫn cho shop 5 sao nhé,1
Máy quốc tế nguyên seal giá tốt giao hàng nhanh rất tuyệt vời,1
máy đẹp,1
"Nhận được khách đặt hàng cũng như khách nhận được hàng shop cũng k thèm gọi điện đến sđt người đặt hàng hỏi 1 câu ,làm ăn kiểu trẻ con .",0
"Máy đẹp trên 95% chip ổn chơi lq với pubg cấu hình thấp và trung bình, máy mát và camera đẹp",1
May ok.cho 5 sao.khien khich de shop phuc vu ngay cang tot hon,1
Nova 3i dùng hết bảo hành là bị lỗi. Tôi mua từ lúc mới ra mắt còn phải đặt trước mới dùng được 13 tháng mà loa trong bị dè.chiều nay vô tình bỏ ốp lưng ra lau bụi thì phát hiện ra máy bi bung 1 cạnh lắp lưng mang ra tgdd thì bảo PIN phong .mà pin giờ vẫn 2 ngày sạc 1 lần. ,0
"Hàng kém chất lượng,trầy xước như hàng củ.thất vọng ",0
"Mới mua 35 ngày,  tối đi ngủ cắm sạc,  sáng dậy máy mất nguồn, bật nguồn không lên,  rút sạc ra cắm lại không nhận",0
"Vừa mua đc 1 tuần thì bị chết màn hình . Đem qua đổi thì thủ tục lằng nhằng . Rõ ràng máy lỗi do nhà sản xuất , ko hề có trầy xước hay va đập gì vậy mà ... Tôi sợ samsung lắm rồi...",0
Lazada is best luôn anh em nha,1
"Màn lắp vào máy dùng ổn, ok. Màn khá nét. Sẽ ủng hộ shop nữa, giao hàg nhanh ",1
Máy xin và đẹp lắm ,1
"Qua 1 tháng sử dụng. Mọi thứ đều tốt trừ:
Bắt wifi và 3g 4g rất kém.. mình trong thành phố mà bắt sóng kém quá trời... chơi liên quân qua ván thứ 2 là lác.. wifi ko thấy cục nào luôn... pubg cũng vậy, game online là cứ vậy. Cấu hình mạnh mà nó bắt sóng kém như vậy thì hỏi sao chơi game được. Nói chung samsung này bắt sóng rất kém. Tiếc tiền với tầm giá 7tr",0
Sản phẩm tốt.đẹp.bề ngoài hơi xước tý nhưng ok với giá tiền.khá là ưng,1
"cũng ok, hiện tại chưa lỗi gì cả, hàng thật ko phải fake, mua online sợ nhất bị lừa, may quá ha ha .",1
Máy mới mua trả góp đc 2 ngày..Cảm thấy thất vọng khi chơi pubg và liên quân .Vào game hay bị giật lag và chơi pubg thì bị vọng loa. Có lẽ mang rả lại đành thiệt vậy.,0
"Thứ nhất là về bàn phím. Toàn bị nhảy từ này thành từ kia, nhiều lúc nhắn tin nhanh rất là ghét.
Thứ hai là về cam sau. 
Chụp ảnh nét nhưng bị lệch màu quá nhiều. Cái này dành cho dân sống ảo thôi chứ mình hay chụp ảnh sản phẩm nên bị lệch màu rất ghét.
Một phần do hay phải chụp sản phẩm nên rất ghét cái chức năng tự động xoá phông. Đang cần toàn bộ số đều nét thì chỗ nét chỗ mờ.
Về quay video thì bị mờ. Cái này thì ko hiểu sao chụp ảnh nét mà quay video lại mờ. Video mới quay xong mà mờ tịt như kiểu bị vỡ ảnh.
",0
shop không làm mình thất vọng cảm ơn shop,1
Máy chạy khá mượt thời gian giao hàng nhanh shop tư vấn nhiệt tình,1
Hàng như hình shop chất lượng lấm nha nên mọi người yên tâm,1
"Máy dùng hơi giật, camera thì bỏ đi vì quá tệ. Nhìn cũng khá bắt mắt, cầm nặng tay.",0
"Máy ngon, shop nhiệt tình, tội mỗi anh giao hàng hơi kì. ",1
mới sài có ngày mà bị hư mang hình rồi,0
mình nhận được điện thoại rồi. xạc ko vô điện. sao shop lại bán hàng hư nhỉ.,0
Sài đc chỉ có cái vân tay là ko nhạy gây khó chịu. Có thử chơi game thì thỉnh thoảng thấy máy bị đứng bình mất khoảng 1- 2giay.,0
Chuẩn bản ZA 2 sim luôn Shop phục vụ nhiệt tình Máy xem trên hệ thống Apple chưa thấy bị kích hoạt gì cả,1
Tặng shop 5 sao thay lời khen. Sẽ tiếp tục ủng hộ shop.,1
May mua ngay 23.2 xài hay bị đơ và loạn cảm ứng. Có cách nào khắc phục lỗi k vậy,0
Sau 20 ngày sẽ thì phim tụt khá nhanh 4000mà Như 300 để qua đêm thì sáng dạy tụt 4%pin quá tệ mays thì dùng cứ bị đơ và đôi lúc bị tắt còn nưa đôi lúc chỉ sạc thôi ko chơi lúc thì sạc rất nhanh lúc rất chậm khó hiểu,0
"Hàng khá ổn, chuông hơi nhỏ tí. Shop hỗ trợ nhiệt tình. Máy vietel nên sim 1 phải là vietel, sim 2 lắp mạng nào cũng được. Mọi người nhớ phải có sim viêtl trong sim1 mới dùng được nhé",1
"Quá tệ, đơ từ khi mua về, lướt facebook thì chậm như rùa vậy, thất vọng quá ",0
Nhìn thì đẹp.nhưng mua về đc 1 tháng máy toàn bị mất 1 sim.gửi đi bảo hành thì hãng báo không tìm ra lỗi.lấy máy về dùng thì giật lag vô cùng.chả být fai sử lý ra sao.chả nhẽ lại gửi đi bảo hành tiếp,0
"Giao nhầm sang loại B, ám màn khá nặng, rõ chữ INCLUDED... trên màn, pin tụt khá nhanh bằng con s6 active mình dùng 3 năm. Gọi điện cho khách giọng điệu khó chịu, k chuyên nghiệp.. mình k đổi mà sẽ đánh giá 1*.",0
"Giao hàng nhanh, đóng gói sản phẩm cẩn thận chắc chắn, 5 sao cho shop ",1
Chất lượng sản phẩm tuyệt vời  Thời gian giao hàng rất nhanh,1
"Đẹp mê hồn luôn nhé , quá sáng suốt khi quyết định rước em nó về rinh. Thanks shop nhé. ",1
"Dt nay pin 5000mah mà tut nhanh hơn redmi note 4 4000mah nua,ss chua tối uu thiết bị, để chờ 4g pin tụt nhanh lắm,đóng ứng dụng chạy ngầm vẫn thế, sóng 4g  cùng địa điểm nhưng ko chơi LQM mượt như redmi not4, giật lắc thường xuyên, thất vọng, giá mà mua redmi note 7 chắc êm rồi. Ai chơi game đừng mua nha",0
"Chơi liên quân thì ko đi chuyển dc , giật lag . Reset máy được máy trận lại bị . Quảng cáo là hay thôi",0
Hàng dựng kém chất lượng đã hoàn tiền chả hàng mà tiền chưa về,0
thất vọng vs điện máy xanh quá,0
"Shiper rất nhiệt tình, sản phẩm đóng gói rất chắc chắn, chất lượng rất tốt",1
đth đẹp ổn nhưng mà hơi thất vọng về pin ghi 16gb mà xem lại thì có 13gb gì đó th,1
"Sau 1 thời gian mua máy về trải nhiệm. Chỉ 1từ quá kém
Ko cả bằng con nova2i cũ nát của mình",0
Thất vọng bluetooth không kết nối được tai nghe hay loa Bluetooth. ,0
"Đóng gói siêu chắc chắn và tốt. Chất lượng mình test qua thấy ổn, vỏ ngoài hơi xước chút nhưng 90% như thế là ok lắm rui. Rất hài lòng luôn ạ, shop nhiệt tình tư vấn và chiều khách. Cảm ơn shop nhiều, sau sẽ ủng hộ tiếp ạ",1
Máy mới mua đc một tuần để một đêm sáng hôm sau bật ko lên nguồn  hỏi ra bị treo hệ điều hành máy mới mà dùng chán quá,0
Hàng ngon bổ rẻ ae nên mua,1
Không chèn được số điện thoại cho người nhận . Không tắt được 1 trong 2 sim đi .,0
"Cá nhân m trước dùng con A7 thấy oki nên mới mua A9 tưởng đâu dùng mượt hơn nhưng mua dùng mới thấy thua A7 2017 luôn ý. Máy dùng nóng, sạc nóng, nhanh hết pin, máy hay đơ ...",0
Sản phẩm rất tốt,1
"Lần đầu mua điện thoại trên shopee nên cũng hơi đắn đo, cuối cùng quyết định tin tưởng shop và thật may là k tin tưởng nhầm chỗ. Máy dùng cực ok luôn.",1
mới mua hàng qua Lazada cũng thấy lo nhận máy thấy hài lòng  máy mới đẹp đủ phụ kiện máy chạy êm ru shop tư vấn nhiệt tình  giao hàng nhanh Lazada bán hàng uy tín mới mua hàng qua Lazada cũng thấy lo nhận máy thấy hài lòng  máy mới đẹp đủ phụ kiện máy chạy êm ru shop tư vấn nhiệt tình  giao hàng nhanh Lazada bán hàng uy tín,1
Ngon bổ rẻ,1
Nong may lam,0
"Đóng gói sản phẩm rất đẹp. Sản phẩm 99% như mới so với mô tả. Hàng chất lượng trong phân khúc 2 triệu. Các tác vụ xử lí rất mượt mà, chiến Liên quân max cấu hình không giật lag. Nói chung rất đáng mua. Tặng shop 5 sao.",1
Cho shop 5 sao . Giao hơi trễ nhưng máy chất ,1
Chất lượng sản phẩm phù hợp giá shop phục vụ uy tín. sản phẩm hoạt động tốt,1
Chất lượng quá kém. Mới lắp sim vào nghe gọi xong k lên hình được.,0
Shop tư vấn nhiệt tình. Máy dùng rất ok. Quá tuyệt!!Tặng shop 5 sao luôn nè!!,1
máy mới mua mà kiểm tra trong mục hình ảnh đã có người dùng cchupj ảnh trước đó từ 2018 rất nhiều hình ảnh.giải quyết vấn đề này giúp tôi.và mỗi lần liên lạc vs lazađa thi cuc ki uc che.k nt goi dien truc tiep dc nên moi viet len day.,0
Dùng ok,1
"Camera selife kiểu gì thế này , còn thua con galaxy a10 nữa , quá tồi tệ cho cái điện thoại này",0
"Phần mềm của oppo làm chán không chịu đc. Đổi từ samsung sang oppo thấy về dịch vụ và phần mềm chênh lệch nhau quá. Camera cũng ít options hơn bên Samsung nữa. Thậm chí còn ko có darkmode nữa chứ. Mong nhà phát triển sớm cập nhật, chứ tình hình này kéo dài là tiêu luôn.",0
san pham chinh hang xai ok muot ma dung nhu quang cao,1
"Sản phẩm rất tốt, Shop làm việc uy tín, nhanh chóng. Cảm ơn",1
rất rất tốt,1
"Sp bề ngoài còn rất đẹp, test thử game frifree chạy cũng ổn máy nóng nhẹ, shop ok lần sau sẽ ủng hộ shop thêm vài sp nữa ",1
"Mua từ tháng 4, đến hôm nay thì loạn cảm ứng. Sản phẩm này k nên mua nhé mn. Sản phẩm quá tệ",0
Moi sài dk chua tuần nhung mà vua choi game vua gọi video thì loa rè và kêu vang nghe rất khó chiệu,0
good 😍😍,1
Máy lỗi tùm lum đổi trả thế nào ,0
Sao mình mua dc 2 ngày mà bị loạn cảm ứng rồi shop. Loạn 2 lần rồi. Camera gọi video thì lâu lâu bị mờ rồi sáng lại trong khi ban ngày đủ sáng.,0
"Giao siêu nhanh, đặt sáng nay, trưa đã có, sao nhanh vậy ta? Thẻ bảo hành đầy đủ",1
"mình mua oppo f9 tim tinh tú của shop được 3 ngày, máy rất đẹp màu tím nhìn khá sang, mẫu mã sang trọng đẹp mắt, màn hình tràn viền. máy chạy rất mượt. vân tay nhạy lắm. game mượt, camera rất đẹp em gái mình toàn mượn chụp tự sướng, nhiều tính năng thông minh, tiện ích và hót phù hợp giới trẻ. nói chung mình hài lòng về sản phẩm. 5sao cho shop",1
Loa ngoài nghe ko dc to,1
"hàng đã kích hoạt, máy cài password sao mà dùng. shop đã đồng ý đối lại hàng mới",0
Nói chung cũng tạm ổn song Máy bị lỗi phần game liên quân với kết nối loa bluetooth,0
"Máy sạc nhanh nhưng Sản phẩm bị mỗi bộ cảm biến trọng lực và bộ cảm biến tiệm cận.
",0
Đánh giá sản phẩm này mới mua chưa được 1 hôm thấy bắt 3g .wifi quá kém..đặc biệt là 4g .mình dùng sim mobi 4g tốc độ cao / 1 ngày mà yếu kinh khủng.ko bằng con xaomi Redmi not 7 .quá thất vọng..mới mua nên chỉ cảm nhận thế.vì công việc cần vào mạng nhưng yếu quá đi làm ko tải nổi ảnh lên nhóm..kiểu này nên đổi.ko bằng con redmi 3 ram và bộ nhớ như nhau..nhưng redmi 3 vào xưởng sx vẫn có sóng,0
"Đả nhận được máy.phiên bản Hàn chứ ko phải mỹ.có cả Samsung pay,lưng có trầy nhẹ nhưng ko sao.giá nv là ok rồi.chủ shop nhiệt tình",1
"Máy đẹp, còn mượt, khá ok, máy chạy good",1
Mình mới xài chưa được 3th đã hỏng camera thò thụt...pin của mày thì chỉ được lúc đầu...nchung chả ra làm sao..,0
"hài lòng, máy xài rất tốt",1
"Pin mau hết, chơi game hơi  yếu, máy mau nóng , âm thanh nghe không được chắc tiếng lắm ",0
Xịn xò con bò,1
"Giao hàng nhanh,shop tư vấn nhiệt tình, uy tín , chị chủ dễ thương quá chừng luôn,máy mới và chạy mượt lắm,máy trước gửi cho mình bị xíu lỗi báo shop liền gửi máy khác vô đổi lại và giờ mình rất hài lòng.Nói chung là rất đáng tiền,không nghĩ là rẽ mà xài êm vậy luôn,lần sau có nhu cầu sẽ ủng hộ tiep",1
"Mình mới mua dc 3 ngày, tất cả tạm thời đều okie chỉ có 1 cái ko hài lòng là pin tuột khá nhanh. Tuy máy mới nhưng tốc độ tuột pin lại ngang với j7 prime mà mình đã dùng 2 năm (hiện tại mình vẫn dùng con j7p song song với a7 nên đã so sánh được điều này). Mong NSX xem lại điều này.",0
Khuyên  ai dang co y dinh mua dong nay thi dung nên mua.vì minh đang sai.va đang rất rất hoi han.cam ung nhay lun tun.tệ bo trong tui quan bi mắt mua co một chút đem ra lâu kho một lúc sao man hinh bi một cụt den thui ngay góc man hinh.noi chung la chan lam roi.hang samsung bay gio wa tê ,0
Mình đã mua nhiều lần tại shop. Máy rất ok. Cảm ơn shop nhiều nhé,1
Mua đc hơn 4 tháng. Đang nói chuyện bt thì loa bị hỏng là sao. Không hiểu. Nghe nhạc cũng không đc mặc dù tăng hết cỡ rồi. Tại sao vậy. Chán. Cần tư vấn,0
"Rất hài lòng về màn, hàng đúng bóc máy, chưa hề ép lại kính, màn hình rất trong trẻo, ko điểm chết, ko loé sáng, ko đốm trắng. Rất hài long luôn",1
"Ai đánh giá 5* thì nên xem lại, máy toàn điểm trừ, điểm trừ rõ nét nhất là màn hình liên tục BỊ TREO, BỊ ĐƠ, BỊ LOẠN cảm ứng. Tiếp đến là nghe cuộc gọi đến và đi không rõ. Màn hình HD+ mà y như qHD vậy đó. Mặc dù đã mua và đổi lại 1 lần nhưng vẫn bị y hệt vậy.",0
Rất uy tín máy xin . Pin chai 8%,1
bị rè kèm theo những âm thanh nghe rất khó chịu,0
"Không nói nhiều, cho ngay 5 sao. Hoàn hảo !!!",1
thái độ của nhân viên bán hàng ( cùng 1 người) cả 2 lần làm mình cảm thấy không hài lòng.,0
Mới mua đc 1 tháng pin thì trâu mà máy thì lag chậm dù chưa sử dụng tới 20g rom muốn đập đt chán,0
Con mẹ nó đồ lừa đảo mọi người đừng mua mình mới bị lừa nè,0
sạc mãi ko đầy lại nhanh tụt pin ,0
"Hối hận khi mua đt này. Bắt wi fi quá kém. Loa kém, nhận cuộc gọi phải mở loa ngoài cả làng cùng đc nghe. Mua 1thang muốn trả Ko biết mất BN tiền",0
Tôi rất hài lòng về sản phẩm ,1
"Hình thúc con rất đẹp ,Shop nhiệt tinh ,se ung ho shop nua",1
"Pin dởm không sài có 1 h hết 6%
Máy ảnh nhìn 1 kiểu chụp 1 kiểu.
Máy hay bị lag. ",0
"Sản phẩm rất tuyệt, hợp túi tiền, giao hàng nhanh chóng và chính xác.",1
khi nghe tiếng hơi bị nhỏ,0
Đã lấy 2 lần 20 cái hàng chất lượng giá lại rẻ ok,1
"Máy cam chụp xấu, màu nhợt nhạt. Inbox hỏi shop hổ trợ cài Tiếng Việt mà ko thấy tl hơi thất vọng",0
"ĐIỆN THOẠI NGON, NHƯNG MAIN ĐT BỊ LỖI BÚT CẢM ỨNG KHÔNG DÙNG ĐƯỢC...",0
sản phẩm 99% mà chả khác gì 100% thời lượng khi dùng liên tục vào 4 tiếng. tuyệt vời 10 điểm nhưng không phải quốc tế mà là docomo nhà mạng nhật.,1
Shop rất uy tín và phục vụ tận tình máy rất tốt ❤️,1
"Camera khi gọi messenger rất tối màng hình nhìn nhứt mắt
Pin nhanh sụt 
Máy hơi đơ",0
"Màu ko ưng ý cho lắm. Tạm dùng được, pin nhanh hết. ",0
"Máy dùng tốt lắm, sẽ ủng hộ shop. Đóng gói sản phẩm rất chắc chắn",1
Một sản phẩm quá chán. Cảm ứng toàn đơ.,0
Bắt mạng quá yếu. Cột  sóng đầy nhưng chơi game quá lag.Với mức giá này tôi cho 3*,0
"Giao diện máy hơi th không đẹp như M20, máy đôi khi nghe loa ko chuẩn, sóng đứng ngay khu vực phát mà vẫn kô ổn đĩnh ( đàm thoại như bị mất sóng), cảm biên vân tay gần như trưng bày cho có, bấm đến mấy lần cũng vẫn bảo ko khớp, trong khi chi co một ngón tay",0
Mình mua a7 dc 2 ngày nhưng 3g bị lỗi. Đang xài 4g tự dưng xuống 2g và ko lên 4g dc .mình phải tắt nguồn khởi động lại thì mới lên 4g dc.buồn tích góp bao năm mua ngay cái a7 bn thiệt.,0
cam kém.,0
"Máy xài mượt lướt nhanh. nhưng tầm độ sau 1 tháng thì có trạng thái bị đơ, xài RAM 6gb mà đa nhiệm vẫn không nhạy cho lắm",0
Hàng tốt .nhưng pin chỉ dc 1 ngày .so với giá tiền và hàng cũ như vậy là ok,1
good lam an quy tinh tu van nhiet tinh het minh,1
video call ..gọi rất mờ .that vọng Nokia ...................,0
E moi mua dc gan 2 thang.dt tư dung bao hieu độ ẩm cổng sạc mặc dù ko bị rơi vào nước.bây h cắm sac là báo hiệu tut tut hoai.ko biet the nao ,0
em nhận được hàng rồi ạ,1
Shop nhiệt tình  Đóng hàng đẹp mà lại gọn  Mua mấy lần của shop rồi vẫn ưng ạ ,1
"Camera tạm ổn, chơi PUBG hay bị đơ, đt hay bị đứng kh nhạy, nhận diện khuôn mặt cực tệ phải đưa sát mặt mới mở đc, có khi lại mở kh đc, 32GB nhưng chỉ tải về 1 vài ứng dụng đã lag....thua cả samsung J giá 2tr ",0
Hàng oki Giao hàng nhanh Thnk shop ,1
"Đã sử dụng được 1 tuần. Máy rất đẹp, chai pin 7%, mướt, nói chung oke. A shop nhiệt tình, bảo hành đàng hoàng nhé ",1
"Tai nghe đi kèm rất tồi, chỉ nghe được một bên.",0
OK hàng như mô tả ngon,1
"Em mới mua được 4ngày máy tự tụt pin kinh, lướt mỗi facebook có chút xíu mà cũng tụt pin ko ít =((",0
dùng được hơn 3 tháng mà giờ chơi lq lác.lúc mới thì ngon.dùng mạng 4g mà bị.oppo dùng 6 tháng trở nên chắc cân nhắc lại chứ dùng dưới 6 tháng thì ngon,0
"Sản phẩm tốt, pin trâu nghe gọi rất rõ Hàg đúng ik hình Nhân viên giao hàng dễ thương",1
"Đáng lẽ cho 5* mà shop lần nào cũng gửi thiếu quà nên  cho 4*, lần trước mùa K20 cũng không có tấm dán cường lực, lần này mua K20 pro cũng không có tấm dán cường lực, 2 tháng mua 2 cái mà shop còn buôn bán vậy thì cho 5* không đúng lương tâm, shop buôn bán có tâm chút đi",0
Hàng y hình. Chất lượng và giá sản phẩm tốt. Lần sau sẽ tiếp tục ủng họp shop,1
"Chú này làm ăn đàng hoàng, nhiệt tình tư vấn cho khách. Khi hỏi đáp thắc mắc đều lễ độ, lịch sự và phong cách chuyên nghiệp. Giao hàng nhanh, đúng mẫu. BƯỚC ĐẦU ĐÁNH GIÁ 5 SAO - ĐỢI MẤY THÁNG SAU XEM MÁY CÓ TRỤC TRẶC GÌ THÌ TÍNH TIẾP. ",1
"Máy rất đẹp, đầy đủ phụ kiện, đóng gói rất chuyên nghiệp và đẹp mắt. Kiểm tra ngoại hình khá đẹp, chức năng đã test đầy đủ chức năng. Về shop thì quá nhiệt tình, reb tn liên tục nên ko lo ngại về vấn đề bảo hành, shop bảo 1 đổi 1 trong 30 ngày nếu có lỗi của nhà sản xuất, thì rất yên tâm. Cảm ơn !",1
theo em cãm nhận sãn phẫm này khá bị lỗi lỗi bị bóng mờ ỡ màn hình điện thoại và hơi bị lag khi nhắn tin trên ứng dụng khác ví dụ như bật mi chat zalo nt trên 1 ứng dụng khác là nó bị giật lắc,0
Pin dùng không ổn sac khoảng 5h mới đầy mong được trả lời của thế giới đi động .,0
Shop uy tín,1
Mua hàng 27 tháng 10. Máy chơi liên quân bị out trừ uy tính. Vào các kiểu  vẫn không được. Giờ giờ muốn đổi máy mới thì bảo mấ phí. Thất vọng khi mua máy,0
"điện thoại quá chất lượng, quá rẻ luôn, toàn dùng đập ruồi với ném chó mà k sao, ae nên mua nhé",1
"Tôi mới mua máy máy ngày nay.
Pin dưới 15% thì nhắn tin hay đại loại là đánh chử đó.nó muốn nhãy sao thì nhãy.muốn xóa thì tự xóa.bị lỗi vậy đó.
Rời tới phần chơi Game.mình chơi PUBG mà gắn tay nghe vào nó ko có nghe trong tay nghe .mà nó vũng ko Voice Chat được luôn.
Buồn quá mà",0
"Chất lượng sản phẩm tốt, đóng gói cẩn thận và chắc chắn. Sẽ ủng hộ shop dài",1
"Máy có hơi ám vàng nửa trên màn hình, cảm biến vân tay thấy ko dùng đc",0
"Mình định rước 1 e,lên đây thấy ai cũng chê cái vân tay,xong lại thấy nói lỗi này lỗi nọ,hơi buồn.",0
Trừ bắt sóng 4g và wifi hơi kém. Mong TGDD phản hồi cho hãng để đưa ra bản vá lỗi nhanh,0
hàng ngon,1
"Thất vọng khi rướt em A50s này. Chất lượng tệ so với mức giá, mua được nửa tháng loa đã rè mặc dù cũng ít gọi, nghe nhạc. 3 camera nhưng ảnh chụp không nét màu không tươi. Chỉ được cái pin trâu 😓",0
Qtv cho mình hỏi chút mình mới mua máy chưa đk 1tháng 2 hôm nay mình sạc pin tầm 1tiếng thì máy với sạc nóng ran bạn cho mình biết nguyên nhân với cách sử lý đk k bạn.Mong nhận được câu trả lời sớm,0
"Sản phẩm ổn trong phạm vi nghe gọi, lướt web, mạng xã hội. Camera tuy nhiều nhưng chụp ảnh không được đẹp, nhất là khi ánh sáng yếu.",0
Sài 3 ngày Sản phẩm tạm được nhiều lúc hay đứng máy. Sài lên mạng.khong có chức năng nhân bảng ứng dụng.phù hợp giá tiền,0
máy bình thường chụp hình k được thật cho lắm màu thì nhạt có hiện tượng vỡ ảnh. Máy dùng nhanh hết pin được cái sạc nhanh,0
"Sản phẩm thay vỏ, nhưng xài rất ok. Thanks all",1
Máy dùng nóng lướt facebook. Game tí là nóng có vẻ ko ổn cho lắm nhiệt độ CPU lúc nào cũng 70 độ C.,0
Mới mua về sử dụng vài ngày .không hề tải hay làm gì mà bộ nhớ trong của máy cứ tăng lên? Rất thất vọng ,0
Hàng nguyên seal. Nét. Ưng. Chờ cài tiếng Việt.,1
Hàng giống như hình còn cục sạc hơi thất vọng tí không phải sạc nhanh k có tay nghe,1
Ốp sau cứng khó tháo rời. Tin nhắn ko them đc số dt trong danh bạ. Cuộc gọi nhỡ ko xem chi tiết 1 cách trực tiếp đc. Màn hình ko có chủ đề để thay đổi. Ko ưng lắm,0
lag vcl ko làm đc j lun ,0
Hang đừng được mây ngày đã mơ lửa màn hinh dôi,0
"Cũng muốn mua. Mà thấy toàn là những tính năng vớ vẫn của ss. Bítby rồi màn hình cạnh vv. Toàn là ứng dụng vớ vẩn chiếm ram. Nói thật phím bitby chả có tác dụng j hết. Đang xài note 8 nhìu lúc chơi game đang comback kế lỡ tay bấm trúng phím bitby kế xoq đời. Vô thấy màn hình tối thui.
Ss nên xem lại cách sản xuất dt của mình đi
Bộ nhớ 8G mới xài tí ti chạy lên 6GB rồi.
Đừng mang nhìu tính năng tào lao lên flash ship của ss nữa. 1 lời chân thành gửi đến ss",0
"Thất vọng về samsung vn,dùng được 11 tháng bị bung nắp lưng nhưng bị từ chối bảo hành,lấy phí sửa chữa 1m3, hazz thà mua luôn con khác",0
"Bàn phím bấm hay nhảy chữ khác, treo máy,  mo khóa vân tay thì rất tệ. Chơi game thi nong nữa cái này chắc là bắt chước sony à. Cảm ứng lúc ăn lúc không nữa  chứa. Mới mua về là phát hiện liền mà điện máy xanh không cho đổi, đổi thừa mình sử dụng nhiều nên treo máy. Nói xàm thiệt, máy ram 6G rom 128G ma nói do xài nhiều. Nói làm như mình là 2 lúa vậy. Kỹ thuật viên của điện máy xanh kém hiểu biết, lúc bán sản phẩm thì nói ngon lắm đổi trả trong 1 tháng nếu do lỗi sản xuất, tới lúc bị lỗi thì đổ cho người sử dụng. Kém...",0
"Nói chung ở tầm giá gần 8 triệu khi mua máy. Thì tôi thấy hơi đắt so với hàng cùng loại. Máy bắt sóng yếu và màng hình chống trầy mà bị trầy mới ghê. Giá khoản 5tr thì ok.. lỡ mua xài đc 5 tháng rồi , ko lẽ đổi cái khác thì phí quá.. nản",0
Sạc k dùng được. Đã gửi trả shop và chưa đc hoàn trả sạc ,0
tốt .chuyển hàng nhanh .nói chung hài lòng,1
"Bắt sóng kém, đôi lúc máy hơi chậm và nóng",0
"Shop phục vụ rất tốt Sản phẩm rất ok Giao hàng nhanh,đóng gói cẩn thận. Rất đáng tiền.",1
Sản phâm trông rất đep dùng cũng ok  giao hàng nhanh đóng gói cẩn thận shop nhiệt tình,1
Ngon lắm rẻ shop tặng cả sim ghép ,1
Hàng tốt! Giao nhanh. Shipper dễ thương,1
A9 2018 chip snapdragon 660 quá yếu chơi liên quân hay giật lag loạn cảm ứng nhảy tùm lum sóng 4g lúc nào cũng có 3 vạch quá thất vọng về samsung,0
"Chơi game bị đứng.bắt sóng wifi kém phải tắt nguồn bật lại mới bắt sóng được.lâu lâu bị loạn cảm ứng
",0
"Khuyết điểm.Thứ nhất:cảm biến vân tay rất tệ.Thứ hai:máy hay bị đơ và cảm ứng có khi ko ăn khi chơi liên quân,còn free fire thì vào chơi được khoảng 1phut máy đơ luôn,thử xóa và tải lại vẫn vậy.Thứ ba:ko có tự động xoay màn hình nên rất bất tiện",0
Máy a9 2018 này lên hdh androi 9.pie nhanh hết pin cực kỳ 100% bin sử dụng trong 2h30p là còn 15% pin trong đó sạc cũng 2h30p bin mới đầy 100% …ổn nhưng bin tụt nhanh thôi,0
Main ko oki màn hình ko dùng đc nghỉ ko nên mua tại shop,0
Xài tới tháng thứ 5 thì khi sạc phát hiện sạc chập chờn,0
"Điện thoại đẹp, mới, sử dụng rất OK, mình sẽ ủng hộ shop dài dài ",1
cài CH Play tải thoải mái.  xài rất ổn,1
"Máy đẹp, Mới 100%, dùng chưa có hiện tượng gì bất thường",1
